Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
14.42,1.84300105,-3.12033915,-13.44287847,0.01467791,0.94711784,-0.35245553,-4.65291871,-0.80726835,-12.51452142,-41.48246187,19.86354752,9.77926347,0,23.43156944,-2.28513888,-22.14413669,-25.36236186,3.88108754,-25.26913541,0,0,0,0
14.425,1.84364179,-3.07042863,-13.21096045,0.01885138,0.94740135,-0.35240907,-4.29663221,-1.09533172,-12.68975638,-42.45936364,18.81081449,9.99607008,0,23.3049479,-2.14027253,-21.92629662,-25.57032623,4.25536524,-25.13967929,0,0,0,0
14.43,1.85734091,-3.01220027,-12.98289601,0.02317199,0.94770237,-0.35237288,-3.9356553,-1.4121335,-12.85272343,-43.47071074,17.69951189,10.24186961,0,23.15143748,-1.9831183,-21.72107142,-25.77075655,4.64285687,-24.99588881,0,0,0,0
14.435,1.87603226,-2.95351473,-12.75306088,0.02759341,0.94801316,-0.35233427,-3.5666298,-1.74082696,-13.00793259,-44.50399007,16.53393039,10.48639646,0,22.98373382,-1.82414295,-21.52081983,-25.96842562,5.03387963,-24.84905903,0,0,0,0
14.44,1.89672481,-2.8944593,-12.52647192,0.03208025,0.94832692,-0.3523128,-3.18530785,-2.07940427,-13.14382564,-45.55483716,15.32568874,10.73674957,0,22.80486243,-1.66279047,-21.32600286,-26.15834142,5.4291924,-24.69947746,0,0,0,0
14.445,1.91947031,-2.83678909,-12.30530122,0.03660072,0.9486457,-0.35229173,-2.79269084,-2.4233664,-13.25948073,-46.61676077,14.08316669,10.98231056,0,22.61427838,-1.50296442,-21.13854164,-26.3375174,5.82351137,-24.55111178,0,0,0,0
14.45,1.94339639,-2.77960084,-12.09094939,0.04112781,0.94897097,-0.35227578,-2.38650713,-2.77049842,-13.34959957,-47.68634428,12.81364408,11.22675408,0,22.41316055,-1.3432381,-20.95851426,-26.50289463,6.21468001,-24.40076873,0,0,0,0
14.455,1.96997192,-2.7283837,-11.87953488,0.04563865,0.94930245,-0.35227246,-1.97069999,-3.11514281,-13.42231164,-48.75804313,11.52166139,11.44608343,0,22.20339101,-1.19003558,-20.78875154,-26.65924003,6.59467481,-24.26184393,0,0,0,0
14.46,1.99679565,-2.67930678,-11.67584454,0.05011784,0.94964281,-0.3522683,-1.54083667,-3.4576178,-13.46905149,-49.82959718,10.21564365,11.65472992,0,21.98346364,-1.03930038,-20.62611489,-26.79602529,6.96597278,-24.12487148,0,0,0,0
14.465,2.02615887,-2.635031,-11.47872781,0.05455091,0.94999568,-0.35226624,-1.10002897,-3.79400275,-13.49149586,-50.8969989,8.90331337,11.8412052,0,21.75212139,-0.89319608,-20.47014654,-26.91497161,7.32846612,-23.99462549,0,0,0,0
14.47,2.05648526,-2.59525813,-11.28470457,0.05893391,0.9503579,-0.35228039,-0.64724134,-4.12448643,-13.49421017,-51.95790622,7.58747294,12.00549878,0,21.51213831,-0.75037421,-20.31992137,-27.01569702,7.67543946,-23.86809746,0,0,0,0
14.475,2.08757533,-2.55936634,-11.09475388,0.06325315,0.95073434,-0.35229114,-0.18221227,-4.44640618,-13.47571085,-53.0093086,6.2799838,12.14683629,0,21.26285144,-0.61147187,-20.17247269,-27.0956089,8.01192503,-23.74335403,0,0,0,0
14.48,2.13805496,-2.53766739,-10.89575081,0.06751814,0.95116804,-0.35229392,0.26447319,-4.74358536,-13.44570209,-54.03371669,4.96979417,12.20626579,0,20.98307083,-0.48021729,-20.01542063,-27.15375454,8.31028814,-23.63888254,0,0,0,0
14.485,2.15760098,-2.50291653,-10.70783049,0.07169705,0.95153073,-0.35232066,0.77143051,-5.06114621,-13.40922141,-55.07358215,3.72243589,12.32474108,0,20.73931544,-0.34539522,-19.87638169,-27.20668221,8.63907234,-23.52078006,0,0,0,0
14.49,2.21574456,-2.49146357,-10.50036192,0.07583622,0.95199878,-0.35233009,1.22772216,-5.33906249,-13.36722264,-56.06576923,2.479369,12.31944091,0,20.43882086,-0.22084201,-19.71313139,-27.22961113,8.91682234,-23.4205024,0,0,0,0
14.495,2.26043078,-2.47395075,-10.2893464,0.07990575,0.95244339,-0.35234565,1.71273639,-5.62200349,-13.32718472,-57.05179274,1.3038532,12.31486787,0,20.15189898,-0.09340571,-19.55082733,-27.24083434,9.19383556,-23.31387448,0,0,0,0
14.5,2.30488846,-2.46076832,-10.06951274,0.08390677,0.95290179,-0.35237631,2.2047411,-5.89642665,-13.29010578,-58.01680658,0.20322893,12.27348837,0,19.86103954,0.03162563,-19.38075605,-27.23689709,9.46258376,-23.20468317,0,0,0,0
14.505,2.3512047,-2.45097918,-9.83609485,0.08785571,0.95337563,-0.35240272,2.69695417,-6.1602616,-13.26059985,-58.95603481,-0.81152383,12.18417297,0,19.56335637,0.1547912,-19.19970141,-27.21735019,9.71992249,-23.09179145,0,0,0,0
14.51,2.40399084,-2.44631146,-9.58583067,0.09175552,0.95387015,-0.35243274,3.18130424,-6.41271738,-13.24275246,-59.86491866,-1.72240378,12.04042804,0,19.25478517,0.2758598,-19.00476684,-27.18437502,9.96588662,-22.97586267,0,0,0,0
14.515,2.43004111,-2.44042638,-9.32748981,0.095579,0.95434333,-0.35246172,3.70252634,-6.65314095,-13.22505665,-60.75228512,-2.49915493,11.83967323,0,18.97241657,0.39276146,-18.80380532,-27.13717199,10.20382344,-22.84516737,0,0,0,0
14.52,2.50288542,-2.44529301,-9.03477762,0.0993927,0.95489007,-0.35250559,4.15533177,-6.88856545,-13.24849381,-61.58926911,-3.15761202,11.57672463,0,18.63441108,0.51174984,-18.57893443,-27.07763649,10.42497693,-22.71822422,0,0,0,0
14.525,2.56431016,-2.44619182,-8.72838159,0.10314735,0.95542997,-0.35255536,4.62222312,-7.11906477,-13.28010275,-62.39631138,-3.65280981,11.24331252,0,18.30512603,0.63345405,-18.34468496,-27.00199337,10.63609602,-22.57912679,0,0,0,0
14.53,2.62570231,-2.44809517,-8.40221522,0.10685486,0.9559763,-0.35261121,5.08416425,-7.34191141,-13.32870814,-63.16520399,-3.98435778,10.83739303,0,17.97450343,0.75443957,-18.09744924,-26.91716615,10.8399268,-22.43136331,0,0,0,0
14.535,2.68756887,-2.45222197,-8.05627909,0.11051522,0.95653176,-0.35267368,5.53877635,-7.5556131,-13.3938915,-63.8917005,-4.14468715,10.35348111,0,17.64074732,0.87314969,-17.83826224,-26.82120153,11.03432556,-22.27408816,0,0,0,0
14.54,2.73600419,-2.47750324,-7.69866546,0.11412011,0.95710278,-0.35271457,5.99929756,-7.72234093,-13.45515471,-64.56487219,-4.1498348,9.73896483,0,17.31531336,0.96418851,-17.56826225,-26.71378696,11.23072239,-22.10443881,0,0,0,0
14.545,2.80614261,-2.47153959,-7.30614424,0.11769242,0.95766814,-0.35281628,6.42956675,-7.94227253,-13.56272879,-65.20264047,-3.97638505,9.12359172,0,16.97111109,1.09653952,-17.28202551,-26.59777778,11.40433415,-21.91882147,0,0,0,0
14.55,2.87424349,-2.47193986,-6.8996636,0.12123254,0.95823671,-0.35291602,6.85041929,-8.15259521,-13.68918786,-65.78873164,-3.64941112,8.44198627,0,16.62443464,1.21826026,-16.99824759,-26.47134092,11.58728693,-21.742425,0,0,0,0
14.555,2.93802214,-2.50171305,-6.48350888,0.12471138,0.9588666,-0.35297902,7.26528439,-8.2909021,-13.78914815,-66.29969319,-3.24111019,7.57096501,0,16.27036548,1.3063041,-16.68663304,-26.32221603,11.74736005,-21.53577076,0,0,0,0
14.56,2.99954201,-2.51152955,-6.03987309,0.12815812,0.95945801,-0.35308148,7.6730579,-8.46811912,-13.93237714,-66.76883263,-2.69043434,6.71352427,0,15.92401028,1.41274799,-16.38008783,-26.17322271,11.91428087,-21.32549266,0,0,0,0
14.565,3.06474894,-2.5263423,-5.58230836,0.13155345,0.96006039,-0.35318358,8.06920011,-8.62452444,-14.06790662,-67.17800522,-2.05172976,5.79727321,0,15.57561401,1.5126824,-16.05197561,-26.02339196,12.07441671,-21.10091371,0,0,0,0
14.57,3.12952232,-2.53653372,-5.1068831,0.13491506,0.96066569,-0.35329796,8.45534173,-8.78526148,-14.21723581,-67.52802356,-1.34985135,4.84681007,0,15.22375953,1.61470813,-15.72099782,-25.85985536,12.22669797,-20.87346007,0,0,0,0
14.575,3.19501472,-2.54446241,-4.61394774,0.13823312,0.96127051,-0.35341933,8.83054965,-8.94528992,-14.37746519,-67.8176603,-0.60194936,3.86035164,0,14.87286712,1.7154708,-15.38417856,-25.69327973,12.37665043,-20.64438444,0,0,0,0
14.58,3.25698393,-2.56607466,-4.11025144,0.14150569,0.96189408,-0.35353028,9.19963761,-9.07172216,-14.52176808,-68.03762537,0.16870301,2.85309476,0,14.52163228,1.79783083,-15.029268,-25.51611903,12.5141154,-20.39805742,0,0,0,0
14.585,3.31836882,-2.58043444,-3.59182301,0.14473845,0.9625095,-0.35364996,9.56102829,-9.20611633,-14.67288051,-68.1980784,0.9485967,1.84760563,0,14.17238775,1.88339099,-14.67136813,-25.33511106,12.6499307,-20.14913541,0,0,0,0
14.59,3.37877305,-2.59629013,-3.06100768,0.14793263,0.96312726,-0.35376657,9.91358067,-9.33120547,-14.82027119,-68.2934037,1.72579056,0.8473942,0,13.82388945,1.96233394,-14.30587159,-25.14868663,12.78001014,-19.89524033,0,0,0,0
14.595,3.43842332,-2.61345163,-2.51928243,0.15108795,0.96374492,-0.35388046,10.25740531,-9.4481202,-14.96268122,-68.32478389,2.48618696,-0.13762426,0,13.47628218,2.03442809,-13.93380223,-24.9574094,12.90501794,-19.63659129,0,0,0,0
14.6,3.49732893,-2.62863959,-1.96641624,0.15420702,0.96435556,-0.35400259,10.59301511,-9.56250917,-15.09927473,-68.29407605,3.22512761,-1.09508337,0,13.13018872,2.104124,-13.55463275,-24.76193536,13.02653087,-19.37444671,0,0,0,0
14.605,3.55483817,-2.64961096,-1.40602734,0.1572944,0.96496873,-0.35410751,10.91875711,-9.65949293,-15.22510305,-68.19592216,3.94296848,-2.02583884,0,12.78638859,2.15970852,-13.17337738,-24.56471903,13.13983426,-19.1070703,0,0,0,0
14.61,3.61137423,-2.67396419,-0.8394647,0.16033571,0.96557732,-0.35419684,11.23720815,-9.74425238,-15.34046762,-68.03537348,4.64214034,-2.91849157,0,12.44789821,2.20220457,-12.79682023,-24.36957999,13.24701337,-18.83475036,0,0,0,0
14.615,3.66409624,-2.67813064,-0.26171745,0.16334926,0.96616034,-0.35431544,11.55358451,-9.85478616,-15.45048999,-67.82371933,5.297879,-3.74405258,0,12.10889813,2.26841604,-12.39184917,-24.15921409,13.3599528,-18.55933498,0,0,0,0
14.62,3.71649237,-2.69138466,0.320276,0.1663419,0.96674618,-0.35441156,11.85620893,-9.94233391,-15.54586358,-67.54370171,5.93518781,-4.52985345,0,11.772768,2.31473272,-11.99332879,-23.95157974,13.463032,-18.28841828,0,0,0,0
14.625,3.76776756,-2.70490565,0.90628767,0.16929593,0.9673212,-0.35449714,12.15176881,-10.02192391,-15.62774139,-67.20525657,6.54649623,-5.26258506,0,11.44127554,2.35344585,-11.59226293,-23.74501889,13.56149245,-18.01354298,0,0,0,0
14.63,3.81823878,-2.71971873,1.49586438,0.17222378,0.96788714,-0.35457138,12.43704142,-10.09107726,-15.69545199,-66.80554924,7.13096275,-5.94294851,0,11.11355937,2.3827235,-11.1931053,-23.5403392,13.65692279,-17.73732469,0,0,0,0
14.635,3.86794795,-2.73467986,2.08667986,0.17512758,0.96843723,-0.35462934,12.7132556,-10.15086043,-15.7459735,-66.3487042,7.6974903,-6.56942422,0,10.79058616,2.40261286,-10.79955153,-23.33937336,13.74862455,-17.45769878,0,0,0,0
14.64,3.91057821,-2.73699901,2.68575201,0.17800305,0.96895756,-0.35470366,12.98719454,-10.22518494,-15.78953781,-65.84075261,8.22499711,-7.11956351,0,10.47545638,2.43541554,-10.38253332,-23.13469894,13.84621525,-17.18045925,0,0,0,0
14.645,3.95609134,-2.7434534,3.27935053,0.18086193,0.96947306,-0.35474418,13.24661324,-10.27870017,-15.80643439,-65.27184219,8.73988126,-7.62667968,0,10.16163816,2.45266421,-9.9799802,-22.93615667,13.93616479,-16.90686097,0,0,0,0
14.65,3.99104348,-2.73954952,3.88088573,0.18369117,0.9699514,-0.3548032,13.50626014,-10.34532048,-15.81762613,-64.65267846,9.21878445,-8.05762221,0,9.8619267,2.48017934,-9.55625558,-22.73894557,14.02887963,-16.63796813,0,0,0,0
14.655,4.02604699,-2.73504224,4.47911063,0.18650245,0.97041506,-0.35483998,13.75430167,-10.4001021,-15.80483427,-63.97779071,9.68001039,-8.44405754,0,9.56569681,2.50028535,-9.13688583,-22.54596857,14.11706133,-16.37570898,0,0,0,0
14.66,4.0576797,-2.72723895,5.07653944,0.18929602,0.97085625,-0.35486564,13.99370067,-10.4500485,-15.77332269,-63.24951615,10.11767572,-8.78201471,0,9.27687857,2.51784583,-8.71702795,-22.35824645,14.20350613,-16.11743262,0,0,0,0
14.665,4.07927413,-2.71147437,5.67308583,0.19206339,0.97125862,-0.35488661,14.2338893,-10.50485151,-15.7250938,-62.47488438,10.53634291,-9.07023806,0,9.00199703,2.53798235,-8.30686338,-22.17368803,14.29051876,-15.86930569,0,0,0,0
14.67,4.1107977,-2.70114501,6.26664209,0.19481889,0.97166771,-0.35489467,14.44600119,-10.53740216,-15.65035101,-61.63493874,10.91385228,-9.3260002,0,8.72112694,2.54721476,-7.87933896,-21.99611048,14.37473025,-15.617565,0,0,0,0
14.675,4.1314106,-2.68099445,6.85638545,0.19755281,0.97203495,-0.35489593,14.65928962,-10.57715753,-15.55634225,-60.75215789,11.27217595,-9.54123785,0,8.45505678,2.56166916,-7.4620924,-21.82300579,14.45936381,-15.37360735,0,0,0,0
14.68,4.14248955,-2.65447268,7.44632992,0.20026986,0.97236455,-0.35489362,14.86863031,-10.62061287,-15.44868529,-59.82274822,11.60763188,-9.72499189,0,8.20163088,2.57856267,-7.05071785,-21.65300007,14.54777409,-15.13804505,0,0,0,0
14.685,4.15469575,-2.6266898,8.03048026,0.20296993,0.97268049,-0.354881,15.0619124,-10.65423217,-15.31393348,-58.84057712,11.90847852,-9.88212996,0,7.95065381,2.5924969,-6.63396319,-21.48866048,14.63476014,-14.90417906,0,0,0,0
14.69,4.17067749,-2.59597319,8.61317207,0.20565648,0.97297996,-0.35485659,15.23685381,-10.68096591,-15.15462165,-57.81186888,12.17652792,-10.01999603,0,7.70190208,2.60302163,-6.21664972,-21.33573125,14.71943552,-14.67424962,0,0,0,0
14.695,4.17714899,-2.55836947,9.19255471,0.20832496,0.97324191,-0.35483134,15.40663431,-10.71280846,-14.97834288,-56.74007631,12.41781037,-10.13752433,0,7.46576042,2.6178932,-5.80408452,-21.18649541,14.80885326,-14.44890167,0,0,0,0
14.7,4.18289937,-2.51711877,9.77077964,0.21098472,0.97348111,-0.35479529,15.56037147,-10.74155637,-14.78171428,-55.62458136,12.62587243,-10.24037315,0,7.23627311,2.63153719,-5.39090106,-21.04870323,14.89966223,-14.22675054,0,0,0,0
14.705,4.18777338,-2.47340223,10.34465987,0.21363071,0.97370175,-0.3547522,15.69894328,-10.76691449,-14.56324968,-54.46586761,12.80084413,-10.33205361,0,7.00999836,2.64327145,-4.98208115,-20.91377498,14.99348857,-14.00911061,0,0,0,0
14.71,4.18915002,-2.42515176,10.91689408,0.21626582,0.97389398,-0.35470521,15.82476471,-10.79399334,-14.3258565,-53.26941928,12.94139181,-10.40890365,0,6.79271817,2.65591461,-4.57311428,-20.78944892,15.09228529,-13.79265615,0,0,0,0
14.715,4.18811332,-2.37094714,11.48869293,0.21888363,0.97405843,-0.35465239,15.93803976,-10.82423912,-14.06680862,-52.04022771,13.0503268,-10.46872406,0,6.58652095,2.67082261,-4.16343905,-20.68155272,15.19131694,-13.57594774,0,0,0,0
14.72,4.18432319,-2.3145653,12.05777626,0.22149353,0.9742011,-0.35459521,16.03653971,-10.8548831,-13.78961591,-50.77653358,13.12639271,-10.51469386,0,6.38620295,2.68442346,-3.75596197,-20.57870446,15.29479402,-13.36117345,0,0,0,0
14.725,4.19170112,-2.2599321,12.61353491,0.22410887,0.97434693,-0.35452025,16.10834649,-10.87165838,-13.47642479,-49.47646756,13.1479792,-10.56534568,0,6.17019052,2.68849559,-3.36093906,-20.46879147,15.41453685,-13.15376644,0,0,0,0
14.73,4.18181519,-2.19540435,13.18393635,0.22669334,0.97443421,-0.35445452,16.18190845,-10.9115431,-13.16352594,-48.16198643,13.15467462,-10.56629404,0,5.99247677,2.70382168,-2.95118682,-20.3969616,15.52422046,-12.93677916,0,0,0,0
14.735,4.17928492,-2.13271551,13.7452191,0.22927886,0.97451913,-0.35437812,16.23281144,-10.94299068,-12.82039398,-46.8201829,13.11510066,-10.55732869,0,5.80627522,2.71122741,-2.54955893,-20.32336287,15.6447372,-12.72595234,0,0,0,0
14.74,4.18017206,-2.0670372,14.30044594,0.23186292,0.97458779,-0.35428933,16.26618645,-10.97353289,-12.44798846,-45.46012894,13.03250664,-10.53067267,0,5.62065641,2.71637026,-2.15408172,-20.25921032,15.77342079,-12.51727611,0,0,0,0
14.745,4.1850381,-1.99638258,14.84808183,0.23443783,0.97463739,-0.3541889,16.28407467,-11.0044935,-12.03981852,-44.08883454,12.90951002,-10.48271016,0,5.43674475,2.72166821,-1.76513193,-20.20831721,15.90852861,-12.30909426,0,0,0,0
14.75,4.18914848,-1.92741587,15.39597411,0.2370139,0.97467132,-0.3540842,16.28664863,-11.03541616,-11.61462054,-42.70402841,12.75248923,-10.40712438,0,5.2579349,2.72132339,-1.37771396,-20.16454811,16.04859652,-12.10018922,0,0,0,0
14.755,4.1962129,-1.85333479,15.9365514,0.23957954,0.97468324,-0.35396653,16.27692642,-11.06848966,-11.15257579,-41.31900618,12.56057449,-10.30093177,0,5.08229007,2.72160368,-0.99674657,-20.13425687,16.19276022,-11.89238083,0,0,0,0
14.76,4.20651672,-1.77678459,16.47253497,0.24214913,0.97468204,-0.3538318,16.25204869,-11.10176859,-10.65938685,-39.9333991,12.33570795,-10.16561778,0,4.90881291,2.7188118,-0.62011204,-20.11673257,16.34209926,-11.6853717,0,0,0,0
14.765,4.22157768,-1.69671862,17.00192562,0.24471539,0.97466643,-0.35369178,16.21235389,-11.13580608,-10.13058242,-38.5528049,12.08182945,-10.00613341,0,4.73514536,2.71514954,-0.24971758,-20.11087813,16.49737009,-11.47835998,0,0,0,0
14.77,4.23586533,-1.6148786,17.52646205,0.24727913,0.97462873,-0.35354132,16.16647424,-11.17312765,-9.56917482,-37.18652927,11.80065056,-9.80696464,0,4.56804373,2.70928355,0.1158368,-20.11642436,16.65483381,-11.27294886,0,0,0,0
14.775,4.27037756,-1.51941125,18.04342143,0.24986207,0.97460155,-0.35337528,16.08651673,-11.20572074,-8.9463422,-35.83092839,11.50430965,-9.6489741,0,4.37308886,2.70536106,0.47014746,-20.12069833,16.82869814,-11.0442031,0,0,0,0
14.78,4.27789552,-1.44497165,18.5567676,0.25241735,0.97451709,-0.3532011,16.03942395,-11.24683698,-8.3444357,-34.5032368,11.16970867,-9.3457028,0,4.23620087,2.68732833,0.82348619,-20.16615112,16.98888817,-10.85312443,0,0,0,0
14.785,4.32424286,-1.34437454,19.07004404,0.25501712,0.97446899,-0.35302166,15.9311795,-11.28398002,-7.6681974,-33.19217093,10.84146287,-9.13831604,0,4.03840746,2.67662901,1.17706898,-20.19419645,17.17241943,-10.61785772,0,0,0,0
14.79,4.34085708,-1.26588109,19.57272253,0.25758102,0.97435636,-0.35282231,15.86862846,-11.32815728,-7.00930391,-31.92437138,10.48008302,-8.79035711,0,3.90450543,2.65214871,1.52155941,-20.26795226,17.3441071,-10.42663382,0,0,0,0
14.795,4.37917065,-1.1742383,20.07756322,0.26017267,0.97426119,-0.35261976,15.77025295,-11.37396631,-6.31805308,-30.68364466,10.12425299,-8.47267271,0,3.73883831,2.62881278,1.87018726,-20.3353322,17.53025019,-10.21503184,0,0,0,0
14.8,4.42598909,-1.06910999,20.56636309,0.26278669,0.97416451,-0.35239669,15.66338817,-11.41987874,-5.56048961,-29.48652456,9.76356697,-8.20378666,0,3.55705724,2.60646783,2.1838269,-20.40035588,17.72992963,-9.95423094,0,0,0,0
14.805,4.4435055,-0.98965092,21.06647607,0.26536436,0.97400225,-0.35216954,15.60051501,-11.47754998,-4.86821558,-28.34495999,9.41060229,-7.78392349,0,3.44045669,2.57248011,2.53309719,-20.51039311,17.91431888,-9.75645691,0,0,0,0
14.81,4.49434703,-0.89054285,21.56611711,0.26799141,0.97388669,-0.35194138,15.48795339,-11.53472496,-4.14175145,-27.23704542,9.07300108,-7.42212147,0,3.26843253,2.53717255,2.87134686,-20.59840099,18.11540033,-9.50570754,0,0,0,0
14.815,4.52632064,-0.80371616,22.05884197,0.2705867,0.97372382,-0.35168219,15.41523291,-11.59509088,-3.42579775,-26.19390139,8.73265584,-6.99669306,0,3.13842874,2.49330582,3.20041852,-20.71594381,18.31550193,-9.26944574,0,0,0,0
14.82,4.5567045,-0.72252206,22.5494586,0.27317864,0.97354378,-0.35140896,15.35492301,-11.65683509,-2.7256601,-25.20946577,8.39786123,-6.52639822,0,3.02560332,2.44235674,3.53026898,-20.85848739,18.51312728,-9.04709037,0,0,0,0
14.825,4.57766239,-0.64591592,23.03777247,0.27577669,0.97334785,-0.35112189,15.30984645,-11.72203327,-2.04617382,-24.27554255,8.07594703,-6.02970932,0,2.92223506,2.38738162,3.85926205,-20.9960094,18.72422218,-8.83213486,0,0,0,0
14.83,4.62740728,-0.56384872,23.54871668,0.27839645,0.97318798,-0.35084393,15.22707928,-11.78576615,-1.39881091,-23.39372645,7.7946075,-5.51393749,0,2.79230863,2.31611469,4.19229269,-21.14038065,18.92574676,-8.53610582,0,0,0,0
14.835,4.66326378,-0.4955964,24.05197745,0.28100889,0.97299641,-0.35053826,15.17792494,-11.84631426,-0.78601621,-22.57485064,7.50874297,-4.94256815,0,2.69523855,2.23342994,4.51139367,-21.30717749,19.14221465,-8.25358642,0,0,0,0
14.84,4.69753249,-0.43344373,24.56180699,0.28362523,0.97280011,-0.3502231,15.1373041,-11.90732316,-0.22288588,-21.81235144,7.24407648,-4.32239138,0,2.6072841,2.14078337,4.83167732,-21.47954651,19.35906937,-7.96124453,0,0,0,0
14.845,4.73304848,-0.37401211,25.075615,0.28624894,0.97260147,-0.34990117,15.1029879,-11.97233474,0.27723873,-21.10730952,6.99893059,-3.63369019,0,2.52564995,2.03964817,5.14218158,-21.66071612,19.5852975,-7.64984216,0,0,0,0
14.85,4.76689713,-0.32445916,25.59492143,0.28888177,0.9723951,-0.349571,15.0769427,-12.03225267,0.72276625,-20.45368699,6.76524451,-2.90119669,0,2.45818895,1.9262037,5.4549946,-21.85466278,19.81198411,-7.34797221,0,0,0,0
14.855,4.80007456,-0.29311006,26.13458403,0.29154588,0.97219991,-0.34923541,15.05077401,-12.07486589,1.1175972,-19.84306928,6.54302651,-2.17155597,0,2.39439472,1.7921724,5.80826141,-22.03527361,20.02063169,-7.04616252,0,0,0,0
14.86,4.83849424,-0.25444987,26.66908912,0.29421179,0.97199682,-0.34889409,15.02760669,-12.13173012,1.42403455,-19.2892137,6.34208969,-1.33388419,0,2.33564796,1.6559609,6.11780037,-22.23726599,20.25389483,-6.72713357,0,0,0,0
14.865,4.87690967,-0.23245823,27.2241861,0.29691375,0.97180666,-0.34855454,15.00007546,-12.17099859,1.67969397,-18.77230416,6.1476087,-0.51408904,0,2.2775093,1.50106658,6.46880117,-22.42243507,20.47021513,-6.40317484,0,0,0,0
14.87,4.91682158,-0.21052366,27.78205033,0.29963707,0.97161201,-0.3482056,14.97179571,-12.2139553,1.85936439,-18.2989378,5.97104319,0.36431277,0,2.22394105,1.3384368,6.80042336,-22.61391939,20.69919114,-6.07612064,0,0,0,0
14.875,4.95812707,-0.19668326,28.34937759,0.30239603,0.9714199,-0.34785522,14.93729224,-12.24823888,1.98160108,-17.85971684,5.81189753,1.25101506,0,2.17260566,1.1629045,7.139335,-22.80168416,20.92244507,-5.75299869,0,0,0,0
14.88,5.00266192,-0.17905759,28.92828001,0.305182,0.97123919,-0.34751104,14.89077374,-12.28485495,2.04813696,-17.45614876,5.65676895,2.12990766,0,2.10871277,0.98484973,7.49497531,-22.97026972,21.14242561,-5.4143712,0,0,0,0
14.885,5.04476802,-0.16777873,29.51178359,0.30800297,0.97104935,-0.3471622,14.84471756,-12.3168924,2.05985824,-17.08905981,5.52702558,3.02728451,0,2.04992009,0.79713999,7.85025278,-23.13436345,21.36265736,-5.0826171,0,0,0,0
14.89,5.08779679,-0.15425771,30.10262441,0.31085456,0.97086438,-0.34681609,14.78512841,-12.34782109,2.03755702,-16.74727196,5.4061166,3.89119351,0,1.98503323,0.60705558,8.21459352,-23.28633796,21.57745366,-4.75848013,0,0,0,0
14.895,5.12719254,-0.13918482,30.69793345,0.3137368,0.97067272,-0.34647113,14.72299206,-12.38089956,1.97831252,-16.44058457,5.31004765,4.74517421,0,1.91527618,0.41618418,8.58791425,-23.41994519,21.79056058,-4.43714216,0,0,0,0
14.9,5.16643365,-0.12041305,31.29887911,0.31664351,0.97048294,-0.34613149,14.64546391,-12.41347394,1.90388718,-16.15364932,5.22257863,5.54368203,0,1.84151591,0.22568627,8.96827788,-23.54527549,21.99347005,-4.1310605,0,0,0,0
14.905,5.1931009,-0.09396768,31.90370205,0.31957611,0.97027045,-0.34579723,14.5804144,-12.45916402,1.80298934,-15.92056518,5.18422235,6.32403762,0,1.76194193,0.0468376,9.37082925,-23.64198223,22.19907772,-3.82747228,0,0,0,0
14.91,5.22679234,-0.0628901,32.50921286,0.32252839,0.97007577,-0.34546514,14.48249578,-12.49721995,1.72211313,-15.68423213,5.13219105,7.00730127,0,1.67308562,-0.13494564,9.77167959,-23.73415773,22.38924033,-3.54898295,0,0,0,0
14.915,5.23946891,-0.02319784,33.11891034,0.32549743,0.96985039,-0.34513958,14.40626631,-12.55453527,1.62786762,-15.50517327,5.1379836,7.66162914,0,1.58573092,-0.29898384,10.19469025,-23.79725549,22.57132114,-3.27420718,0,0,0,0
14.92,5.26039532,0.02156077,33.72444369,0.32848182,0.96964031,-0.34481272,14.2960428,-12.60040773,1.58646145,-15.31965355,5.12144929,8.19018834,0,1.48822207,-0.46488695,10.6179098,-23.85851506,22.75100383,-3.02667647,0,0,0,0
14.925,5.25887077,0.04164966,34.34304706,0.33150933,0.96940952,-0.34445932,14.20280688,-12.62024332,1.61372894,-15.15587706,5.1388869,8.51690395,0,1.41251076,-0.64700138,11.06816528,-23.88677078,22.90207468,-2.79668376,0,0,0,0
14.93,5.27518225,0.12447818,34.94025194,0.33451349,0.96919166,-0.34416781,14.07100124,-12.70384828,1.57457623,-15.03618656,5.16012749,9.01209721,0,1.28772568,-0.78005419,11.48714597,-23.92839947,23.0810102,-2.55746346,0,0,0,0
14.935,5.25721516,0.19343759,35.54134347,0.33753789,0.96893163,-0.34384997,13.97483097,-12.78152291,1.60509858,-14.95517956,5.2138719,9.34876166,0,1.19212172,-0.90825011,11.93214259,-23.94521048,23.23657265,-2.34651435,0,0,0,0
14.94,5.23015064,0.25263716,36.14145402,0.3405949,0.96866249,-0.34351497,13.88085375,-12.84334069,1.70113506,-14.89449659,5.27975125,9.54837658,0,1.10398636,-1.04590347,12.37686514,-23.94554034,23.37382337,-2.13601581,0,0,0,0
