Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,
18.97,0.00,0.01,-4.70,0.00,-0.10,-1.88,
18.98,0.00,0.01,-4.70,0.00,-0.11,-1.88,
18.99,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.00,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.01,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.02,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.03,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.04,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.05,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.06,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.07,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.08,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.09,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.10,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.11,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.12,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.13,0.00,0.00,-4.71,0.00,-0.11,-1.88,
19.14,0.00,0.00,-4.71,0.00,-0.11,-1.88,
19.15,0.00,0.00,-4.71,0.00,-0.11,-1.88,
19.16,0.00,0.00,-4.71,0.00,-0.11,-1.88,
19.17,0.00,0.00,-4.71,0.00,-0.11,-1.88,
19.18,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.19,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.20,0.00,0.01,-4.71,0.00,-0.11,-1.88,
19.21,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.22,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.23,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.24,0.00,0.01,-4.70,0.00,-0.11,-1.88,
19.25,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.26,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.27,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.28,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.29,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.30,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.31,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.32,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.33,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.34,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.35,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.36,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.37,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.38,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.39,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.40,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.41,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.42,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.43,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.44,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.45,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.46,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.47,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.48,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.49,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.50,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.51,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.52,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.53,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.54,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.55,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.56,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.57,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.58,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.59,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.60,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.61,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.62,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.63,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.64,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.65,0.00,0.01,-4.70,0.00,-0.12,-1.88,
19.66,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.67,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.68,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.69,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.70,0.00,0.01,-4.71,0.00,-0.12,-1.88,
19.71,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.72,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.73,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.74,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.75,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.76,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.77,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.78,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.79,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.80,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.81,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.82,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.83,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.84,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.85,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.86,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.87,0.00,0.01,-4.71,0.00,-0.12,-1.89,
19.88,0.00,0.01,-4.71,0.00,-0.11,-1.89,
19.89,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.90,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.91,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.92,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.93,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.94,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.95,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.96,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.97,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.98,0.00,0.01,-4.72,0.00,-0.11,-1.89,
19.99,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.00,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.01,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.02,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.03,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.04,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.05,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.06,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.07,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.08,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.09,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.10,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.11,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.12,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.13,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.14,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.15,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.16,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.17,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.18,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.19,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.20,0.00,0.01,-4.71,0.00,-0.12,-1.89,
20.21,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.22,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.23,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.24,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.25,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.26,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.27,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.28,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.29,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.30,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.31,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.32,0.00,0.01,-4.71,0.00,-0.11,-1.89,
20.33,0.00,0.01,-4.72,0.00,-0.11,-1.89,
20.34,0.00,0.01,-4.72,0.00,-0.11,-1.89,
20.35,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.36,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.37,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.38,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.39,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.40,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.41,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.42,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.43,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.44,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.45,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.46,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.47,0.00,0.01,-4.72,0.00,-0.11,-1.88,
20.48,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.49,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.50,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.51,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.52,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.53,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.54,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.55,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.56,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.57,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.58,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.59,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.60,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.61,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.62,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.64,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.65,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.66,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.67,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.67,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.68,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.69,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.70,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.72,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.73,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.74,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.75,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.75,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.76,0.00,0.00,-4.73,0.00,-0.12,-1.88,
20.77,0.00,0.01,-4.73,0.00,-0.12,-1.88,
20.78,0.00,0.01,-4.73,0.00,-0.12,-1.88,
20.80,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.81,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.82,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.83,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.83,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.84,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.85,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.86,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.88,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.89,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.90,0.01,0.00,-4.72,0.00,-0.12,-1.88,
20.91,0.01,0.00,-4.72,0.00,-0.12,-1.88,
20.92,0.00,0.00,-4.72,0.00,-0.11,-1.88,
20.92,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.93,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.94,0.00,0.00,-4.72,0.00,-0.12,-1.88,
20.95,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.97,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.98,0.00,0.01,-4.72,0.00,-0.12,-1.88,
20.99,0.00,0.01,-4.72,0.00,-0.12,-1.88,
21.00,0.00,0.01,-4.72,0.00,-0.12,-1.88,
21.00,0.00,0.01,-4.72,0.00,-0.12,-1.88,
21.01,0.00,0.01,-4.72,0.00,-0.12,-1.88,
21.02,0.00,0.01,-4.72,0.00,-0.12,-1.88,
21.03,0.00,0.01,-4.71,0.00,-0.12,-1.88,
21.05,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.06,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.07,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.08,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.09,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.10,0.00,0.00,-4.71,0.00,-0.12,-1.88,
21.11,0.01,0.00,-4.71,0.00,-0.12,-1.88,
21.12,0.01,0.00,-4.71,0.00,-0.12,-1.88,
21.13,0.01,0.00,-4.72,0.00,-0.12,-1.88,
21.14,0.01,0.00,-4.72,0.00,-0.12,-1.88,
21.15,0.01,0.00,-4.72,0.00,-0.12,-1.88,
21.16,0.01,0.00,-4.72,0.00,-0.12,-1.88,
21.17,0.01,0.01,-4.72,0.00,-0.12,-1.88,
21.18,0.01,0.01,-4.72,0.00,-0.12,-1.88,
21.19,0.01,0.01,-4.72,0.00,-0.12,-1.88,
21.20,0.01,0.01,-4.72,0.00,-0.12,-1.88,
21.21,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.22,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.23,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.24,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.25,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.26,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.27,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.28,0.01,0.01,-4.72,0.00,-0.12,-1.89,
21.29,0.01,0.02,-4.72,0.00,-0.12,-1.89,
21.30,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.31,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.32,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.33,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.34,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.35,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.36,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.37,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.38,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.39,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.40,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.41,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.42,0.00,0.02,-4.72,0.00,-0.12,-1.89,
21.43,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.44,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.45,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.46,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.47,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.48,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.49,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.50,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.51,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.52,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.53,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.54,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.55,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.56,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.57,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.58,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.59,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.60,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.61,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.62,0.00,0.01,-4.73,0.00,-0.12,-1.90,
21.63,0.00,0.01,-4.73,0.00,-0.13,-1.90,
21.64,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.65,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.66,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.67,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.68,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.69,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.70,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.71,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.72,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.73,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.74,0.01,0.00,-4.73,0.00,-0.13,-1.89,
21.75,0.01,0.00,-4.73,0.00,-0.13,-1.89,
21.76,0.01,0.00,-4.73,0.00,-0.13,-1.89,
21.77,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.78,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.79,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.80,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.81,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.82,0.01,0.01,-4.73,0.00,-0.13,-1.89,
21.83,0.00,0.00,-4.73,0.00,-0.13,-1.89,
21.84,0.00,0.00,-4.73,0.00,-0.13,-1.89,
21.85,0.00,0.00,-4.73,0.00,-0.13,-1.89,
21.86,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.87,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.88,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.89,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.90,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.91,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.92,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.93,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.94,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.95,0.00,0.01,-4.73,0.00,-0.13,-1.89,
21.96,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.97,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.98,0.00,0.01,-4.73,0.00,-0.12,-1.89,
21.99,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.00,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.01,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.02,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.03,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.04,0.00,0.01,-4.73,0.00,-0.12,-1.89,
22.05,0.00,0.01,-4.74,0.00,-0.12,-1.89,
22.06,0.00,0.01,-4.74,0.00,-0.12,-1.89,
22.07,0.00,0.01,-4.74,0.00,-0.12,-1.89,
22.08,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.09,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.10,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.11,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.12,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.13,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.14,0.00,0.02,-4.74,0.00,-0.12,-1.89,
22.15,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.16,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.17,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.18,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.19,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.20,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.21,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.22,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.23,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.24,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.25,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.26,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.27,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.28,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.29,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.30,0.00,0.02,-4.74,0.00,-0.12,-1.88,
22.31,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.32,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.33,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.34,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.35,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.36,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.37,0.00,0.02,-4.73,0.00,-0.12,-1.88,
22.38,0.00,0.03,-4.73,0.00,-0.12,-1.88,
22.39,0.00,0.03,-4.73,0.00,-0.12,-1.89,
22.40,0.00,0.03,-4.73,0.00,-0.12,-1.89,
22.41,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.42,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.43,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.44,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.45,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.46,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.47,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.48,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.49,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.50,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.51,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.52,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.53,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.54,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.55,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.56,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.57,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.58,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.59,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.60,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.61,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.62,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.63,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.64,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.65,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.66,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.67,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.68,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.69,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.70,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.71,0.00,0.03,-4.73,0.00,-0.13,-1.90,
22.72,0.00,0.03,-4.73,0.00,-0.13,-1.90,
22.73,0.00,0.03,-4.73,0.00,-0.13,-1.90,
22.74,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.75,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.76,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.77,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.78,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.79,0.00,0.03,-4.73,0.00,-0.13,-1.89,
22.80,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.81,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.82,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.83,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.84,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.85,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.86,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.87,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.88,0.00,0.03,-4.74,0.00,-0.13,-1.89,
22.89,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.90,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.91,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.92,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.93,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.94,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.95,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.96,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.97,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.98,0.00,0.02,-4.74,0.00,-0.13,-1.89,
22.99,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.00,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.01,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.02,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.03,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.04,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.05,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.06,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.07,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.08,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.09,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.10,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.11,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.12,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.13,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.14,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.15,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.16,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.17,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.18,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.19,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.20,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.21,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.22,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.23,0.00,0.02,-4.74,0.00,-0.13,-1.88,
23.24,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.25,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.26,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.27,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.28,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.29,0.00,0.02,-4.74,0.00,-0.13,-1.89,
23.30,0.00,0.01,-4.74,0.00,-0.13,-1.89,
23.31,0.00,0.01,-4.74,0.00,-0.13,-1.89,
